property_id,street_address,city,state,zip_code,county,latitude,longitude,year_built,square_footage,construction_type,roof_type,stories,occupancy_type,flood_zone,wind_zone,property_value,created_at,updated_at
PROP-0004063,1945 Palm Dr,Columbia,SC,29781,Columbia County,37.8287402,-87.0653567,1997,3000,MANUFACTURED,FLAT,2,SECONDARY,X,2,578692.58,2020-07-18T00:00:00,2020-09-17T00:00:00
PROP-0004064,2158 Walnut Way,Tampa,FL,34510,Tampa County,27.8699189,-87.2326373,1984,1900,MASONRY,FLAT,2,SECONDARY,X500,2,984006.71,2023-09-18T00:00:00,2024-01-14T00:00:00
PROP-0004065,5054 Hickory St,Tampa,FL,32085,Tampa County,37.1698031,-109.4670365,1973,1200,FRAME,TILE,2,RENTAL,A,5,1185217.68,2023-05-22T00:00:00,2023-10-16T00:00:00
PROP-0004066,9235 Birch Ct,Huntsville,AL,36245,Huntsville County,40.258034,-108.3822029,2003,4100,MANUFACTURED,SHINGLE,2,VACANT,AE,2,1324334.1,2022-08-16T00:00:00,2022-08-25T00:00:00
PROP-0004067,9288 Elm Ln,Columbia,SC,29231,Columbia County,26.8245941,-100.0278712,1968,2100,MASONRY,TILE,1,SECONDARY,VE,1,1335310.82,2024-05-26T00:00:00,2024-11-07T00:00:00
PROP-0004068,5520 Palm St,Orlando,FL,32613,Orlando County,37.7849722,-97.7657354,1971,800,WOOD,METAL,2,VACANT,V,1,321110.72,2023-06-26T00:00:00,2023-10-19T00:00:00
PROP-0004069,2921 Magnolia Ct,Savannah,GA,31286,Savannah County,28.6022835,-101.4965482,1956,3500,FRAME,FLAT,2,SECONDARY,AE,3,423339.16,2020-02-10T00:00:00,2020-06-11T00:00:00
PROP-0004070,4123 Oak Ct,Wilmington,NC,27755,Wilmington County,35.4695642,-118.1880127,1979,3900,STEEL,TILE,1,VACANT,X,2,1400994.54,2022-10-07T00:00:00,2023-03-18T00:00:00
PROP-0004071,4100 Birch Pl,Shreveport,LA,71459,Shreveport County,33.258281,-90.1017733,1967,4300,WOOD,SHINGLE,1,PRIMARY,B,2,1319673.24,2022-07-26T00:00:00,2022-09-23T00:00:00
PROP-0004072,5180 Maple Ln,Biloxi,MS,38918,Biloxi County,39.2121691,-122.7231231,2000,2300,WOOD,SLATE,2,RENTAL,V,5,602467.27,2023-06-15T00:00:00,2023-08-05T00:00:00
PROP-0004073,4287 Bay Blvd,Jackson,MS,39446,Jackson County,25.2021955,-100.3779908,2015,4800,WOOD,SLATE,1,SECONDARY,A,2,1015395.82,2023-04-15T00:00:00,2023-07-09T00:00:00
PROP-0004074,936 Oak Ln,New Orleans,LA,71021,New Orleans County,31.8702133,-82.9338952,1969,3100,MANUFACTURED,SHINGLE,2,RENTAL,C,5,1296121.33,2024-04-04T00:00:00,2024-06-09T00:00:00
PROP-0004075,2318 Bay Ave,Sacramento,CA,93369,Sacramento County,25.2537043,-97.0036156,1954,1000,MANUFACTURED,WOOD_SHAKE,2,RENTAL,V,2,1027817.15,2021-01-20T00:00:00,2021-04-22T00:00:00
PROP-0004076,1232 Palm St,Naperville,IL,62864,Naperville County,34.3805341,-113.9902376,1951,4800,STEEL,TILE,2,VACANT,V,2,463858.94,2020-10-03T00:00:00,2020-12-15T00:00:00
PROP-0004077,6060 Palm Ave,Mobile,AL,36195,Mobile County,33.3477307,-104.1709587,2004,2200,CONCRETE,WOOD_SHAKE,1,PRIMARY,X500,2,735160.34,2021-11-14T00:00:00,2022-05-09T00:00:00
PROP-0004078,3142 Cypress St,San Diego,CA,95655,San Diego County,34.8441242,-112.3217486,2008,2500,STEEL,SHINGLE,2,RENTAL,VE,4,159601.29,2023-05-03T00:00:00,2023-10-30T00:00:00
PROP-0004079,144 Palm Pl,San Diego,CA,91910,San Diego County,35.3479053,-121.2091157,1987,1800,STEEL,SHINGLE,1,VACANT,A,1,1110592.31,2022-10-17T00:00:00,2023-02-08T00:00:00
PROP-0004080,4954 Willow St,Houston,TX,79828,Houston County,38.2006123,-117.6228264,1953,3000,MANUFACTURED,SLATE,1,PRIMARY,A,5,840422.63,2022-05-28T00:00:00,2022-06-22T00:00:00
PROP-0004081,9997 Elm Way,Wilmington,NC,28043,Wilmington County,26.2529488,-121.0035676,2019,2500,MANUFACTURED,TILE,3,VACANT,A,4,1167598.78,2023-07-25T00:00:00,2023-08-15T00:00:00
PROP-0004082,2696 Hickory Ct,Columbia,SC,29298,Columbia County,26.3166584,-105.8784724,1965,3600,WOOD,TILE,1,VACANT,X500,3,690575.53,2022-08-28T00:00:00,2022-12-22T00:00:00
PROP-0004083,9219 Palm Dr,Huntsville,AL,36481,Huntsville County,33.029661,-95.7712216,2024,4100,CONCRETE,METAL,2,VACANT,AE,1,1173453.72,2021-08-18T00:00:00,2022-01-23T00:00:00
PROP-0004084,8598 Bay Ave,Gulfport,MS,39466,Gulfport County,25.3074006,-104.9274519,1986,2100,STEEL,WOOD_SHAKE,2,VACANT,B,4,296915.62,2024-01-06T00:00:00,2024-04-20T00:00:00
PROP-0004085,8601 Maple Dr,Gulfport,MS,39218,Gulfport County,30.7245705,-95.0689577,1971,4700,MASONRY,FLAT,1,VACANT,X,2,145219.35,2022-02-28T00:00:00,2022-08-08T00:00:00
PROP-0004086,573 Cypress Ln,Lake Charles,LA,71085,Lake Charles County,41.794772,-109.8359843,1969,4700,STEEL,TILE,2,RENTAL,AE,2,1388471.94,2023-12-30T00:00:00,2024-02-04T00:00:00
PROP-0004087,2213 Pine Ave,Wilmington,NC,27994,Wilmington County,36.61325,-112.1387042,1963,1300,CONCRETE,SLATE,1,RENTAL,C,1,436467.25,2024-01-25T00:00:00,2024-04-12T00:00:00
PROP-0004088,1027 Willow Way,Columbia,SC,29985,Columbia County,27.1581136,-122.430995,1994,1200,FRAME,TILE,1,PRIMARY,C,5,510821.2,2020-05-04T00:00:00,2020-10-09T00:00:00
PROP-0004089,9600 Elm Blvd,Lake Charles,LA,70841,Lake Charles County,30.9936782,-86.0840947,1974,1600,STEEL,SHINGLE,2,VACANT,X500,1,470555.63,2021-08-01T00:00:00,2021-12-01T00:00:00
PROP-0004090,6582 Birch Ave,Huntsville,AL,36592,Huntsville County,25.7911432,-89.6444122,1968,1600,CONCRETE,TILE,1,RENTAL,AE,4,1431402.18,2021-04-19T00:00:00,2021-08-14T00:00:00
PROP-0004091,1824 Cypress St,Springfield,IL,60156,Springfield County,27.7642836,-110.1740881,1960,4700,STEEL,SHINGLE,2,PRIMARY,V,4,1287379.03,2023-10-15T00:00:00,2024-02-15T00:00:00
PROP-0004092,8915 Elm St,New Orleans,LA,70266,New Orleans County,38.1779534,-95.7079984,2022,4400,CONCRETE,TILE,3,RENTAL,V,1,211369.35,2023-10-08T00:00:00,2024-03-11T00:00:00
PROP-0004093,8667 Laurel Way,Rockford,IL,62333,Rockford County,30.8653779,-95.2917308,1965,3300,MANUFACTURED,SHINGLE,1,SECONDARY,X,5,850915.21,2022-08-25T00:00:00,2022-12-05T00:00:00
PROP-0004094,391 Elm Ct,Asheville,NC,28283,Asheville County,31.5815071,-90.310046,1993,3400,MASONRY,SLATE,1,VACANT,X500,3,938705.14,2023-08-18T00:00:00,2024-01-08T00:00:00
PROP-0004095,1307 Laurel Dr,Fort Worth,TX,79562,Fort Worth County,28.968006,-90.108223,2010,2000,FRAME,TILE,1,PRIMARY,AE,2,1055248.84,2020-06-05T00:00:00,2020-10-08T00:00:00
PROP-0004096,5172 Cypress Dr,Jacksonville,FL,34883,Jacksonville County,37.6744679,-99.0624288,1986,900,CONCRETE,SLATE,2,PRIMARY,A,2,136746.24,2021-10-17T00:00:00,2021-12-09T00:00:00
PROP-0004097,1262 Willow Ct,Greenville,SC,29030,Greenville County,35.4735198,-106.4548815,1964,1100,STEEL,METAL,1,PRIMARY,VE,1,1076789.27,2022-04-08T00:00:00,2022-06-28T00:00:00
PROP-0004098,1522 Elm St,Hattiesburg,MS,39284,Hattiesburg County,37.5959109,-106.7610481,2004,1000,CONCRETE,METAL,1,VACANT,VE,3,1484024.95,2024-01-05T00:00:00,2024-03-16T00:00:00
PROP-0004099,5626 Maple Pl,Fort Lauderdale,FL,32943,Fort Lauderdale County,30.047391,-81.7030245,2014,2300,WOOD,SLATE,2,RENTAL,V,2,1181602.94,2023-09-15T00:00:00,2023-12-13T00:00:00
PROP-0004100,7633 Pine Dr,Savannah,GA,31717,Savannah County,41.8362023,-107.1333256,2000,1400,STEEL,FLAT,2,PRIMARY,B,2,838698.79,2021-04-12T00:00:00,2021-05-04T00:00:00
PROP-0004101,1863 Oak Ct,Miami,FL,33990,Miami County,37.5368312,-90.2659405,2000,900,STEEL,FLAT,1,PRIMARY,B,5,689170.84,2021-03-17T00:00:00,2021-07-14T00:00:00
PROP-0004102,1072 Cypress Dr,Corpus Christi,TX,76481,Corpus Christi County,27.4860315,-119.3029991,2005,4600,MASONRY,SHINGLE,1,PRIMARY,AE,3,936150.76,2023-05-05T00:00:00,2023-09-16T00:00:00
PROP-0004103,6356 Willow Ct,Springfield,IL,62812,Springfield County,34.7573993,-84.2396045,1964,4000,WOOD,METAL,2,SECONDARY,VE,4,1382078.57,2023-11-06T00:00:00,2024-01-10T00:00:00
PROP-0004104,1950 Oak Way,Birmingham,AL,35138,Birmingham County,40.2326308,-101.1276993,2003,1700,MASONRY,WOOD_SHAKE,2,SECONDARY,V,2,611084.95,2023-07-23T00:00:00,2023-11-17T00:00:00
PROP-0004105,7719 Hickory St,Augusta,GA,31088,Augusta County,27.2449983,-95.9364058,2013,900,MANUFACTURED,SHINGLE,3,VACANT,V,1,661064.45,2020-10-05T00:00:00,2021-01-15T00:00:00
PROP-0004106,8077 Hickory Pl,Macon,GA,31774,Macon County,33.016411,-115.6532377,2013,800,WOOD,WOOD_SHAKE,1,SECONDARY,X500,2,82147.87,2022-04-11T00:00:00,2022-04-21T00:00:00
PROP-0004107,5582 Palm Way,Montgomery,AL,36166,Montgomery County,30.2713963,-82.5532395,1977,4500,MASONRY,FLAT,2,PRIMARY,X,1,885544.25,2020-09-23T00:00:00,2021-01-27T00:00:00
PROP-0004108,8684 Maple Ln,Atlanta,GA,30142,Atlanta County,28.4852514,-99.4329956,1950,800,FRAME,METAL,2,PRIMARY,C,1,94774.56,2021-03-21T00:00:00,2021-06-21T00:00:00
PROP-0004109,3216 Elm Ct,San Francisco,CA,94181,San Francisco County,29.9866236,-115.9062566,1997,2900,STEEL,SHINGLE,1,PRIMARY,X500,5,508296.02,2023-10-04T00:00:00,2024-01-27T00:00:00
PROP-0004110,8647 Hickory Dr,Birmingham,AL,35555,Birmingham County,33.1225461,-98.8883902,1962,1500,MANUFACTURED,FLAT,2,SECONDARY,C,2,450671.76,2024-05-04T00:00:00,2024-08-16T00:00:00
PROP-0004111,4364 Walnut Blvd,Springfield,IL,61083,Springfield County,40.8598894,-123.0616612,2004,800,FRAME,SLATE,3,RENTAL,AE,5,1113404.97,2020-04-15T00:00:00,2020-06-14T00:00:00
PROP-0004112,8231 Hickory Ln,Shreveport,LA,71339,Shreveport County,30.3036105,-115.9475889,1989,4500,CONCRETE,WOOD_SHAKE,1,SECONDARY,X,5,554005.83,2022-01-11T00:00:00,2022-06-09T00:00:00
PROP-0004113,7230 Cedar Way,Columbia,SC,29854,Columbia County,27.3055067,-93.9308384,1963,1000,MANUFACTURED,FLAT,1,PRIMARY,AE,2,340379.12,2020-04-10T00:00:00,2020-09-20T00:00:00
PROP-0004114,5084 Elm Ave,Macon,GA,30875,Macon County,27.4352431,-111.7139569,1952,2100,FRAME,TILE,2,RENTAL,C,3,1359393.5,2023-08-16T00:00:00,2023-10-08T00:00:00
PROP-0004115,2856 Pecan Way,Springfield,IL,60079,Springfield County,31.1016363,-122.0445822,2012,5000,STEEL,TILE,2,RENTAL,AE,3,1157842.3,2021-07-01T00:00:00,2021-08-30T00:00:00
PROP-0004116,9853 Walnut Ct,Savannah,GA,31387,Savannah County,39.2876615,-103.5437397,2023,1800,FRAME,FLAT,1,VACANT,X500,5,871267.13,2022-01-08T00:00:00,2022-05-16T00:00:00
PROP-0004117,6471 Pine St,Springfield,IL,60354,Springfield County,40.2038902,-115.9389034,2010,3800,MASONRY,FLAT,1,PRIMARY,AE,5,507189.5,2021-01-31T00:00:00,2021-06-19T00:00:00
PROP-0004118,9511 Maple Ln,Jackson,MS,39016,Jackson County,34.6765538,-121.3143391,1995,1800,CONCRETE,METAL,3,VACANT,V,3,1311247.83,2020-11-03T00:00:00,2020-12-23T00:00:00
PROP-0004119,2664 Laurel St,Dallas,TX,76467,Dallas County,37.9145537,-113.1821825,1952,4800,CONCRETE,METAL,1,RENTAL,VE,2,1054555.34,2021-01-02T00:00:00,2021-03-07T00:00:00
PROP-0004120,7639 Willow Ct,Miami,FL,34117,Miami County,38.9413233,-105.6806751,2003,1000,WOOD,WOOD_SHAKE,1,VACANT,AE,5,841343.64,2021-07-23T00:00:00,2021-10-21T00:00:00
PROP-0004121,2240 Hickory Ave,San Diego,CA,95246,San Diego County,31.8119367,-112.5525878,1959,1400,WOOD,WOOD_SHAKE,1,SECONDARY,A,4,1406528.81,2020-02-13T00:00:00,2020-03-01T00:00:00
PROP-0004122,1404 Birch Ave,Savannah,GA,31471,Savannah County,35.2330434,-101.5509463,1990,3600,WOOD,METAL,1,RENTAL,X500,1,96241.27,2020-03-01T00:00:00,2020-06-11T00:00:00
PROP-0004123,1344 Bay Pl,Baton Rouge,LA,71373,Baton Rouge County,30.6618918,-120.5822835,1991,2600,WOOD,WOOD_SHAKE,2,SECONDARY,VE,5,1195656.41,2020-03-31T00:00:00,2020-05-26T00:00:00
PROP-0004124,4696 Cypress St,Birmingham,AL,36490,Birmingham County,25.3235214,-104.9405725,1989,3000,STEEL,SLATE,1,RENTAL,V,4,372079.93,2023-08-06T00:00:00,2023-12-26T00:00:00
PROP-0004125,5429 Birch Blvd,Charleston,SC,29220,Charleston County,33.7618468,-97.6974223,1962,3600,FRAME,SHINGLE,2,SECONDARY,B,3,461445.9,2020-11-22T00:00:00,2020-12-10T00:00:00
PROP-0004126,8102 Oak Dr,Montgomery,AL,35813,Montgomery County,39.031846,-94.5566717,1960,4600,STEEL,SLATE,1,PRIMARY,C,1,1216605.39,2021-03-16T00:00:00,2021-04-20T00:00:00
PROP-0004127,4094 Birch Ave,Biloxi,MS,39522,Biloxi County,36.6224782,-107.2744838,1980,2500,CONCRETE,SLATE,1,PRIMARY,X,2,157795.4,2023-02-27T00:00:00,2023-08-17T00:00:00
PROP-0004128,5578 Willow Way,Savannah,GA,30167,Savannah County,27.6689006,-121.3274439,2013,4600,MASONRY,TILE,2,SECONDARY,A,2,151288.02,2023-06-10T00:00:00,2023-09-24T00:00:00
PROP-0004129,5362 Pine Ln,San Francisco,CA,92130,San Francisco County,34.4467223,-114.9102974,1968,4400,STEEL,SLATE,1,VACANT,C,2,1273000.31,2020-01-28T00:00:00,2020-03-25T00:00:00
PROP-0004130,630 Pine Blvd,Lafayette,LA,70125,Lafayette County,33.9159451,-116.3824587,1998,2800,FRAME,WOOD_SHAKE,1,RENTAL,AE,2,146606.0,2020-06-24T00:00:00,2020-11-15T00:00:00
PROP-0004131,4968 Cedar Way,Rockford,IL,60992,Rockford County,35.4172862,-90.3994834,1972,900,STEEL,SHINGLE,1,RENTAL,X,2,182602.18,2023-06-01T00:00:00,2023-08-31T00:00:00
PROP-0004132,2610 Laurel Ave,Savannah,GA,31282,Savannah County,40.701592,-98.2965116,2012,3000,STEEL,METAL,2,RENTAL,AE,5,1115993.77,2021-06-08T00:00:00,2021-08-11T00:00:00
PROP-0004133,7223 Magnolia Ln,Augusta,GA,31577,Augusta County,37.6285542,-117.554229,2023,1700,CONCRETE,SHINGLE,2,VACANT,X,4,184804.02,2020-04-10T00:00:00,2020-09-25T00:00:00
PROP-0004134,318 Cypress Ln,Fort Worth,TX,78980,Fort Worth County,35.3225352,-123.4419324,2006,3400,FRAME,SLATE,1,PRIMARY,VE,1,610424.41,2020-04-27T00:00:00,2020-08-15T00:00:00
PROP-0004135,1987 Bay Way,Hattiesburg,MS,38957,Hattiesburg County,35.5299088,-83.3338717,1990,4800,CONCRETE,WOOD_SHAKE,1,RENTAL,A,4,696938.31,2021-01-15T00:00:00,2021-04-07T00:00:00
PROP-0004136,9560 Maple Ct,Asheville,NC,28189,Asheville County,29.0995109,-100.4447548,2017,3700,STEEL,METAL,3,PRIMARY,B,2,533147.3,2022-11-14T00:00:00,2023-03-22T00:00:00
PROP-0004137,2699 Maple Blvd,Jacksonville,FL,32034,Jacksonville County,41.8204937,-89.6618897,1987,2100,STEEL,SHINGLE,1,RENTAL,C,2,1403652.68,2020-10-24T00:00:00,2020-12-08T00:00:00
PROP-0004138,4821 Cedar St,Columbia,SC,29422,Columbia County,33.287253,-114.663857,1963,4400,CONCRETE,TILE,2,SECONDARY,A,4,180496.24,2024-04-02T00:00:00,2024-08-10T00:00:00
PROP-0004139,517 Pine Ct,Asheville,NC,27393,Asheville County,29.578853,-121.7649164,2005,2100,MASONRY,TILE,3,SECONDARY,VE,4,1129912.67,2020-01-24T00:00:00,2020-04-24T00:00:00
PROP-0004140,7483 Pine Ave,Gulfport,MS,38756,Gulfport County,39.2376651,-90.4733113,1956,3400,STEEL,FLAT,2,SECONDARY,X,3,835387.44,2023-10-23T00:00:00,2024-02-03T00:00:00
PROP-0004141,6270 Laurel Ave,Charleston,SC,29817,Charleston County,28.2116229,-80.9776975,1962,5000,MASONRY,SLATE,2,RENTAL,V,4,379877.16,2023-12-20T00:00:00,2024-03-01T00:00:00
PROP-0004142,8178 Magnolia Ct,Naples,FL,32252,Naples County,39.2587418,-94.8635049,1995,4700,WOOD,TILE,3,SECONDARY,V,5,1247346.05,2021-08-26T00:00:00,2021-09-13T00:00:00
PROP-0004143,212 Birch Ave,Los Angeles,CA,95182,Los Angeles County,41.9902705,-103.3922736,1970,900,FRAME,SLATE,2,SECONDARY,X500,4,997850.33,2022-11-04T00:00:00,2022-12-03T00:00:00
PROP-0004144,8599 Magnolia Pl,Biloxi,MS,39265,Biloxi County,27.089012,-120.4711646,2001,3600,STEEL,WOOD_SHAKE,2,RENTAL,B,3,233873.36,2022-10-13T00:00:00,2023-01-17T00:00:00
PROP-0004145,7985 Bay Ct,Macon,GA,31977,Macon County,28.1227974,-82.6503894,1986,1200,MASONRY,TILE,3,PRIMARY,A,1,1443979.92,2021-03-14T00:00:00,2021-08-18T00:00:00
PROP-0004146,4600 Magnolia Pl,Augusta,GA,30651,Augusta County,27.8223364,-112.4011417,2014,3600,FRAME,WOOD_SHAKE,2,RENTAL,AE,2,232819.5,2021-07-12T00:00:00,2021-09-17T00:00:00
PROP-0004147,5196 Oak Ln,Huntsville,AL,36165,Huntsville County,29.2728418,-111.6878482,1968,2100,FRAME,WOOD_SHAKE,1,PRIMARY,VE,5,1235402.77,2022-10-17T00:00:00,2023-02-02T00:00:00
PROP-0004148,9714 Elm Pl,Atlanta,GA,30583,Atlanta County,34.8982333,-106.1630488,1969,2200,MASONRY,FLAT,1,PRIMARY,C,1,178620.11,2024-03-29T00:00:00,2024-09-19T00:00:00
PROP-0004149,2657 Cypress Way,Chicago,IL,60354,Chicago County,34.4010895,-89.7332952,1973,3000,MANUFACTURED,SHINGLE,1,VACANT,B,2,303447.55,2020-10-25T00:00:00,2020-11-24T00:00:00
PROP-0004150,1534 Hickory Dr,San Diego,CA,91089,San Diego County,33.2037895,-102.4000501,2014,2000,CONCRETE,SHINGLE,2,PRIMARY,AE,3,1253900.95,2021-03-18T00:00:00,2021-06-20T00:00:00
PROP-0004151,7303 Pecan Ln,Raleigh,NC,28623,Raleigh County,34.5411374,-115.6600754,2001,3800,MANUFACTURED,SLATE,2,RENTAL,V,5,760289.85,2020-10-24T00:00:00,2021-01-06T00:00:00
PROP-0004152,6493 Willow Ct,Lake Charles,LA,70185,Lake Charles County,27.6021337,-121.1058504,1982,5000,CONCRETE,WOOD_SHAKE,2,VACANT,V,4,1076607.3,2023-09-03T00:00:00,2023-11-14T00:00:00
PROP-0004153,969 Pine Ave,Lake Charles,LA,70625,Lake Charles County,25.7054827,-101.477173,1956,1400,FRAME,SHINGLE,2,RENTAL,A,3,1090121.31,2023-08-11T00:00:00,2023-12-16T00:00:00
PROP-0004154,5002 Willow St,Sacramento,CA,92327,Sacramento County,27.0063084,-93.7749821,1979,800,MASONRY,SHINGLE,2,SECONDARY,X500,1,972389.78,2022-09-01T00:00:00,2022-12-16T00:00:00
PROP-0004155,9584 Magnolia Ave,Charleston,SC,29067,Charleston County,33.1379371,-98.3997899,2004,5000,STEEL,FLAT,2,RENTAL,AE,4,626323.47,2020-09-22T00:00:00,2020-10-05T00:00:00
PROP-0004156,9101 Pecan Ln,Huntsville,AL,35944,Huntsville County,36.3177606,-111.377525,2020,1100,CONCRETE,WOOD_SHAKE,2,VACANT,B,3,395447.59,2021-11-23T00:00:00,2022-03-11T00:00:00
PROP-0004157,2920 Palm Ct,San Diego,CA,95632,San Diego County,33.3888927,-105.7166764,1990,3600,MASONRY,SHINGLE,1,SECONDARY,C,3,210393.4,2020-08-06T00:00:00,2020-12-03T00:00:00
PROP-0004158,1388 Cedar Way,San Francisco,CA,96078,San Francisco County,41.1922063,-99.677009,1973,4100,CONCRETE,SHINGLE,2,VACANT,VE,3,542668.45,2020-06-30T00:00:00,2020-11-11T00:00:00
PROP-0004159,1138 Oak Ln,Macon,GA,31193,Macon County,41.5046417,-101.7860702,2012,4300,MASONRY,FLAT,3,SECONDARY,B,2,1239851.01,2022-09-19T00:00:00,2022-11-04T00:00:00
PROP-0004160,8618 Pecan Pl,Myrtle Beach,SC,29012,Myrtle Beach County,30.6423423,-108.6337473,1973,2100,STEEL,TILE,2,SECONDARY,C,5,1421318.23,2022-12-22T00:00:00,2023-04-04T00:00:00
PROP-0004161,1167 Pecan Ln,Fort Worth,TX,75080,Fort Worth County,29.6452017,-82.4811576,1973,4000,STEEL,METAL,1,PRIMARY,C,3,744083.06,2020-07-20T00:00:00,2020-09-01T00:00:00
PROP-0004162,7836 Magnolia Pl,Corpus Christi,TX,79034,Corpus Christi County,29.098894,-92.7991262,1998,1000,FRAME,FLAT,1,SECONDARY,X,5,945829.19,2020-09-14T00:00:00,2020-10-23T00:00:00
PROP-0004163,8941 Oak Blvd,Rockford,IL,62734,Rockford County,28.9270886,-87.0428892,1986,1800,MASONRY,METAL,2,RENTAL,C,5,695106.35,2024-05-14T00:00:00,2024-10-03T00:00:00
PROP-0004164,7479 Elm Ave,Myrtle Beach,SC,29688,Myrtle Beach County,33.8777257,-118.5488954,2000,2800,CONCRETE,FLAT,1,VACANT,A,3,750908.98,2020-05-07T00:00:00,2020-07-28T00:00:00
PROP-0004165,3125 Elm Blvd,Corpus Christi,TX,77081,Corpus Christi County,29.4162651,-107.531653,1950,4500,WOOD,TILE,1,RENTAL,X500,1,715865.33,2021-08-17T00:00:00,2021-12-05T00:00:00
PROP-0004166,4541 Birch Ln,San Diego,CA,90176,San Diego County,37.5008689,-112.1143246,1974,3600,STEEL,TILE,2,VACANT,V,5,114484.38,2022-11-05T00:00:00,2022-12-10T00:00:00
PROP-0004167,107 Oak Ln,Hattiesburg,MS,39242,Hattiesburg County,25.8931513,-102.1220611,1959,4200,FRAME,FLAT,1,PRIMARY,C,4,1141867.29,2021-08-31T00:00:00,2021-10-08T00:00:00
PROP-0004168,6498 Elm Blvd,Wilmington,NC,27198,Wilmington County,41.5120876,-119.8959133,1970,4100,FRAME,SLATE,1,RENTAL,B,5,1414392.17,2020-08-22T00:00:00,2020-11-11T00:00:00
PROP-0004169,2347 Maple Ct,New Orleans,LA,70949,New Orleans County,38.3724099,-113.1722687,1960,2300,WOOD,SHINGLE,2,VACANT,B,2,701688.47,2023-08-25T00:00:00,2023-12-10T00:00:00
PROP-0004170,7754 Oak Way,Chicago,IL,61992,Chicago County,25.881299,-88.8570079,1962,2200,MASONRY,FLAT,1,PRIMARY,VE,4,402787.31,2022-08-14T00:00:00,2023-01-17T00:00:00
PROP-0004171,4354 Pecan Dr,Sacramento,CA,92642,Sacramento County,32.3056376,-98.9896012,1993,4400,FRAME,METAL,1,RENTAL,V,1,916463.65,2020-05-08T00:00:00,2020-10-04T00:00:00
PROP-0004172,3159 Magnolia Ln,Lafayette,LA,70047,Lafayette County,38.5936846,-105.7514691,2010,1100,WOOD,WOOD_SHAKE,1,PRIMARY,X500,2,548342.52,2020-09-11T00:00:00,2020-11-21T00:00:00
PROP-0004173,8092 Birch Pl,Birmingham,AL,35817,Birmingham County,35.7844522,-83.5854672,1951,3500,WOOD,METAL,2,RENTAL,B,5,1061045.17,2024-03-03T00:00:00,2024-05-22T00:00:00
PROP-0004174,8823 Bay Way,Savannah,GA,31850,Savannah County,30.2413924,-99.952417,1981,800,MASONRY,TILE,3,VACANT,X,3,633988.83,2021-06-02T00:00:00,2021-07-23T00:00:00
PROP-0004175,6224 Hickory Ct,Corpus Christi,TX,78663,Corpus Christi County,27.2622803,-94.4756325,2013,3800,CONCRETE,TILE,2,SECONDARY,B,1,1349652.65,2023-09-24T00:00:00,2023-11-02T00:00:00
PROP-0004176,7810 Oak Dr,San Francisco,CA,92953,San Francisco County,28.1779498,-85.8323726,1986,3400,WOOD,METAL,2,SECONDARY,AE,4,992834.05,2021-05-02T00:00:00,2021-05-28T00:00:00
PROP-0004177,3879 Pine Blvd,Myrtle Beach,SC,29760,Myrtle Beach County,31.7445763,-88.0711757,1998,3200,MASONRY,SLATE,2,PRIMARY,AE,4,295347.43,2023-02-02T00:00:00,2023-03-12T00:00:00
PROP-0004178,7979 Elm Ave,Atlanta,GA,31136,Atlanta County,28.0530502,-104.9497534,1972,1100,MANUFACTURED,FLAT,2,PRIMARY,A,5,549785.31,2021-10-27T00:00:00,2022-01-04T00:00:00
PROP-0004179,4193 Birch Way,New Orleans,LA,70017,New Orleans County,36.9918393,-99.9006116,2000,2400,WOOD,TILE,1,PRIMARY,X,1,1336702.47,2020-01-05T00:00:00,2020-04-30T00:00:00
PROP-0004180,619 Cypress Ct,Baton Rouge,LA,70124,Baton Rouge County,29.075143,-99.3823328,2015,3500,CONCRETE,FLAT,2,PRIMARY,A,2,344666.68,2020-10-01T00:00:00,2020-11-05T00:00:00
PROP-0004181,8075 Pine Blvd,Shreveport,LA,70820,Shreveport County,30.4260368,-93.7292205,1950,4800,CONCRETE,WOOD_SHAKE,1,PRIMARY,V,3,980627.89,2020-07-21T00:00:00,2020-11-23T00:00:00
PROP-0004182,4828 Oak Ln,Charlotte,NC,27767,Charlotte County,34.3289402,-85.8066302,1950,1200,FRAME,SLATE,1,VACANT,VE,4,1350617.75,2023-06-19T00:00:00,2023-10-02T00:00:00
PROP-0004183,1403 Bay Dr,Myrtle Beach,SC,29015,Myrtle Beach County,30.9402577,-115.8097386,1955,4400,CONCRETE,TILE,1,PRIMARY,V,2,393105.32,2022-01-30T00:00:00,2022-03-02T00:00:00
PROP-0004184,2344 Birch Way,Montgomery,AL,36718,Montgomery County,36.2055087,-89.9248993,1965,2700,WOOD,SHINGLE,1,SECONDARY,VE,2,568583.6,2022-05-07T00:00:00,2022-06-15T00:00:00
PROP-0004185,2405 Pine Blvd,Austin,TX,76973,Austin County,30.2126326,-106.5575239,2001,4100,STEEL,SLATE,1,VACANT,AE,5,577174.95,2020-04-10T00:00:00,2020-04-28T00:00:00
PROP-0004186,5858 Hickory Pl,Greenville,SC,29968,Greenville County,39.7417006,-100.1449982,1956,900,WOOD,FLAT,2,RENTAL,AE,4,807065.17,2021-03-03T00:00:00,2021-06-18T00:00:00
PROP-0004187,9866 Pine Ln,Gulfport,MS,39786,Gulfport County,34.9678356,-109.5113088,1977,3900,MASONRY,SHINGLE,1,SECONDARY,C,2,252296.39,2022-06-10T00:00:00,2022-08-26T00:00:00
