claim_id,policy_id,claim_date,reported_date,closed_date,claim_type,claim_status,claim_amount,approved_amount,deductible_applied,adjuster_id,cause_of_loss,description,created_at,updated_at
CLM-0001057,POL-0005543,2023-01-27,2023-02-03,,PROPERTY_DAMAGE,UNDER_REVIEW,47586.97,0,0,ADJ-0082,VANDALISM,Claim for tree fall damage,2023-02-03T00:00:00,2023-02-23T00:00:00
CLM-0001058,POL-0005559,2024-07-24,2024-07-27,,PROPERTY_DAMAGE,APPROVED,223324.49,160176.24,2500.0,ADJ-0080,FIRE,Claim for fire damage,2024-07-27T00:00:00,2024-07-31T00:00:00
CLM-0001059,POL-0005564,2022-03-17,2022-03-31,,HAIL,DENIED,57456.17,0,0,ADJ-0114,BURST_PIPE,Claim for fire damage,2022-03-31T00:00:00,2022-04-14T00:00:00
CLM-0001060,POL-0005579,2024-12-18,2024-12-30,,PROPERTY_DAMAGE,REOPENED,222526.3,0,0,ADJ-0133,VANDALISM,Claim for wind damage,2024-12-30T00:00:00,2025-01-02T00:00:00
CLM-0001061,POL-0005583,2021-11-25,2021-11-27,,WATER_DAMAGE,UNDER_REVIEW,3329.48,0,0,ADJ-0063,THEFT,Claim for lightning damage,2021-11-27T00:00:00,2021-12-12T00:00:00
CLM-0001062,POL-0005616,2022-03-30,2022-04-01,,WATER_DAMAGE,UNDER_REVIEW,33601.83,0,0,ADJ-0030,WIND,Claim for tornado damage,2022-04-01T00:00:00,2022-04-09T00:00:00
CLM-0001063,POL-0005625,2024-02-26,2024-02-29,2024-04-20,WATER_DAMAGE,CLOSED,117075.87,109174.91,500.0,ADJ-0104,HURRICANE,Claim for tornado damage,2024-02-29T00:00:00,2024-04-20T00:00:00
CLM-0001064,POL-0005628,2023-11-26,2023-11-28,,WIND_DAMAGE,APPROVED,46494.28,18733.6,2000.0,ADJ-0102,TORNADO,Claim for vandalism damage,2023-11-28T00:00:00,2023-12-12T00:00:00
CLM-0001065,POL-0005628,2024-03-02,2024-03-11,,FLOOD,DENIED,183757.73,0,0,ADJ-0128,VANDALISM,Claim for tree fall damage,2024-03-11T00:00:00,2024-03-20T00:00:00
CLM-0001066,POL-0005630,2022-11-16,2022-11-20,2023-01-26,THEFT,CLOSED,8018.09,7483.03,500.0,ADJ-0186,HURRICANE,Claim for fire damage,2022-11-20T00:00:00,2023-01-26T00:00:00
CLM-0001067,POL-0005630,2022-05-05,2022-05-12,2022-09-21,THEFT,CLOSED,167409.92,111607.19,500.0,ADJ-0170,HAIL,Claim for tree fall damage,2022-05-12T00:00:00,2022-09-21T00:00:00
CLM-0001068,POL-0005631,2025-12-21,2025-12-25,,THEFT,DENIED,218287.02,0,0,ADJ-0110,HAIL,Claim for lightning damage,2025-12-25T00:00:00,2026-01-10T00:00:00
CLM-0001069,POL-0005691,2024-09-01,2024-09-11,,LIABILITY,UNDER_REVIEW,146455.77,0,0,ADJ-0156,BURST_PIPE,Claim for tree fall damage,2024-09-11T00:00:00,2024-09-23T00:00:00
CLM-0001070,POL-0005698,2021-07-28,2021-08-09,,MOLD,APPROVED,156831.38,86577.7,1500.0,ADJ-0119,SINKHOLE,Claim for wind damage,2021-08-09T00:00:00,2021-08-19T00:00:00
CLM-0001071,POL-0005707,2022-10-25,2022-11-02,,WATER_DAMAGE,REOPENED,245940.24,0,0,ADJ-0046,HAIL,Claim for flood damage,2022-11-02T00:00:00,2022-11-19T00:00:00
CLM-0001072,POL-0005716,2025-03-16,2025-03-21,,THEFT,DENIED,40294.8,0,0,ADJ-0143,TORNADO,Claim for sinkhole damage,2025-03-21T00:00:00,2025-04-10T00:00:00
CLM-0001073,POL-0005734,2024-12-13,2024-12-14,,FIRE,REOPENED,6519.42,0,0,ADJ-0038,SINKHOLE,Claim for vandalism damage,2024-12-14T00:00:00,2024-12-16T00:00:00
CLM-0001074,POL-0005734,2024-07-21,2024-07-25,,WATER_DAMAGE,APPROVED,128803.07,50264.71,2000.0,ADJ-0169,SINKHOLE,Claim for sinkhole damage,2024-07-25T00:00:00,2024-08-20T00:00:00
CLM-0001075,POL-0005742,2024-04-06,2024-04-15,,MOLD,REOPENED,105584.15,0,0,ADJ-0128,BURST_PIPE,Claim for fire damage,2024-04-15T00:00:00,2024-04-25T00:00:00
CLM-0001076,POL-0005746,2022-04-16,2022-04-18,2022-05-09,WIND_DAMAGE,CLOSED,83215.74,51433.42,2000.0,ADJ-0187,THEFT,Claim for tree fall damage,2022-04-18T00:00:00,2022-05-09T00:00:00
CLM-0001077,POL-0005748,2021-04-01,2021-04-04,,HAIL,UNDER_REVIEW,208760.02,0,0,ADJ-0167,THEFT,Claim for sinkhole damage,2021-04-04T00:00:00,2021-04-26T00:00:00
CLM-0001078,POL-0005752,2025-12-22,2025-12-31,,LIABILITY,DENIED,131958.48,0,0,ADJ-0014,WIND,Claim for wind damage,2025-12-31T00:00:00,2026-01-17T00:00:00
CLM-0001079,POL-0005752,2025-10-01,2025-10-11,,FLOOD,DENIED,128600.21,0,0,ADJ-0065,BURST_PIPE,Claim for flood damage,2025-10-11T00:00:00,2025-11-04T00:00:00
CLM-0001080,POL-0005752,2026-03-08,2026-03-14,,PROPERTY_DAMAGE,UNDER_REVIEW,109796.77,0,0,ADJ-0178,SINKHOLE,Claim for fire damage,2026-03-14T00:00:00,2026-04-09T00:00:00
CLM-0001081,POL-0005756,2023-03-08,2023-03-09,2023-04-21,OTHER,CLOSED,106822.23,53505.77,500.0,ADJ-0080,VANDALISM,Claim for flood damage,2023-03-09T00:00:00,2023-04-21T00:00:00
CLM-0001082,POL-0005756,2022-11-08,2022-11-22,,LIABILITY,REOPENED,140544.72,0,0,ADJ-0103,WIND,Claim for sinkhole damage,2022-11-22T00:00:00,2022-12-16T00:00:00
CLM-0001083,POL-0005763,2025-03-25,2025-03-30,,MOLD,UNDER_REVIEW,43236.46,0,0,ADJ-0002,FLOOD,Claim for hail damage,2025-03-30T00:00:00,2025-04-15T00:00:00
CLM-0001084,POL-0005770,2021-09-03,2021-09-07,,WATER_DAMAGE,UNDER_REVIEW,139026.49,0,0,ADJ-0082,VANDALISM,Claim for fire damage,2021-09-07T00:00:00,2021-09-16T00:00:00
CLM-0001085,POL-0005776,2024-09-17,2024-09-20,,OTHER,OPEN,193728.27,0,0,ADJ-0106,WIND,Claim for sinkhole damage,2024-09-20T00:00:00,2024-09-30T00:00:00
CLM-0001086,POL-0005779,2022-01-15,2022-01-20,,FIRE,UNDER_REVIEW,22005.35,0,0,ADJ-0098,TREE_FALL,Claim for fire damage,2022-01-20T00:00:00,2022-02-19T00:00:00
CLM-0001087,POL-0005779,2022-11-12,2022-11-26,,FIRE,REOPENED,12347.41,0,0,ADJ-0019,FLOOD,Claim for theft damage,2022-11-26T00:00:00,2022-11-30T00:00:00
CLM-0001088,POL-0005784,2024-01-09,2024-01-23,2024-03-23,PROPERTY_DAMAGE,CLOSED,163556.73,135356.57,2000.0,ADJ-0142,FIRE,Claim for burst pipe damage,2024-01-23T00:00:00,2024-03-23T00:00:00
CLM-0001089,POL-0005790,2022-09-01,2022-09-08,2023-01-17,FIRE,CLOSED,212093.08,180850.45,1500.0,ADJ-0047,HURRICANE,Claim for flood damage,2022-09-08T00:00:00,2023-01-17T00:00:00
CLM-0001090,POL-0005815,2024-11-09,2024-11-18,2025-04-01,HAIL,CLOSED,86548.22,38448.76,1000.0,ADJ-0048,TREE_FALL,Claim for wind damage,2024-11-18T00:00:00,2025-04-01T00:00:00
CLM-0001091,POL-0005816,2023-07-08,2023-07-15,,HAIL,DENIED,200049.28,0,0,ADJ-0145,FIRE,Claim for hail damage,2023-07-15T00:00:00,2023-07-21T00:00:00
CLM-0001092,POL-0005818,2022-11-22,2022-11-22,2023-05-08,MOLD,CLOSED,123923.74,98201.85,1500.0,ADJ-0053,FLOOD,Claim for hurricane damage,2022-11-22T00:00:00,2023-05-08T00:00:00
CLM-0001093,POL-0005818,2022-06-14,2022-06-25,,WIND_DAMAGE,OPEN,72893.92,0,0,ADJ-0059,HURRICANE,Claim for vandalism damage,2022-06-25T00:00:00,2022-07-04T00:00:00
CLM-0001094,POL-0005818,2022-08-13,2022-08-22,2023-02-11,HAIL,CLOSED,156782.75,81028.73,1500.0,ADJ-0142,HURRICANE,Claim for hail damage,2022-08-22T00:00:00,2023-02-11T00:00:00
CLM-0001095,POL-0005828,2022-12-13,2022-12-16,,THEFT,DENIED,40807.16,0,0,ADJ-0024,LIGHTNING,Claim for sinkhole damage,2022-12-16T00:00:00,2022-12-17T00:00:00
CLM-0001096,POL-0005828,2022-03-21,2022-03-27,2022-08-30,THEFT,CLOSED,49714.47,33163.32,500.0,ADJ-0040,WIND,Claim for burst pipe damage,2022-03-27T00:00:00,2022-08-30T00:00:00
CLM-0001097,POL-0005831,2025-12-08,2025-12-12,,HAIL,OPEN,93078.5,0,0,ADJ-0015,FIRE,Claim for hail damage,2025-12-12T00:00:00,2025-12-28T00:00:00
CLM-0001098,POL-0005845,2024-07-08,2024-07-11,,MOLD,APPROVED,48607.05,26017.41,2500.0,ADJ-0093,FIRE,Claim for flood damage,2024-07-11T00:00:00,2024-07-19T00:00:00
CLM-0001099,POL-0005852,2023-01-18,2023-01-27,,HAIL,DENIED,197642.07,0,0,ADJ-0199,LIGHTNING,Claim for flood damage,2023-01-27T00:00:00,2023-02-26T00:00:00
CLM-0001100,POL-0005870,2025-11-02,2025-11-12,,FLOOD,UNDER_REVIEW,29621.27,0,0,ADJ-0001,BURST_PIPE,Claim for tree fall damage,2025-11-12T00:00:00,2025-12-03T00:00:00
CLM-0001101,POL-0005889,2025-07-05,2025-07-10,,WATER_DAMAGE,REOPENED,163179.31,0,0,ADJ-0020,THEFT,Claim for fire damage,2025-07-10T00:00:00,2025-08-03T00:00:00
CLM-0001102,POL-0005889,2024-12-14,2024-12-27,,HAIL,DENIED,228323.2,0,0,ADJ-0163,FLOOD,Claim for fire damage,2024-12-27T00:00:00,2025-01-09T00:00:00
CLM-0001103,POL-0005889,2025-07-03,2025-07-03,,WATER_DAMAGE,UNDER_REVIEW,106537.6,0,0,ADJ-0138,HURRICANE,Claim for lightning damage,2025-07-03T00:00:00,2025-07-11T00:00:00
CLM-0001104,POL-0005894,2025-02-16,2025-02-26,,WIND_DAMAGE,OPEN,188308.51,0,0,ADJ-0136,THEFT,Claim for fire damage,2025-02-26T00:00:00,2025-03-19T00:00:00
CLM-0001105,POL-0005900,2021-03-24,2021-03-31,,FIRE,DENIED,248255.59,0,0,ADJ-0072,VANDALISM,Claim for flood damage,2021-03-31T00:00:00,2021-04-15T00:00:00
CLM-0001106,POL-0005913,2021-07-30,2021-08-01,,FLOOD,OPEN,97859.99,0,0,ADJ-0037,HURRICANE,Claim for tornado damage,2021-08-01T00:00:00,2021-08-23T00:00:00
CLM-0001107,POL-0005921,2025-11-08,2025-11-17,,HAIL,APPROVED,236306.76,72847.38,1500.0,ADJ-0192,BURST_PIPE,Claim for burst pipe damage,2025-11-17T00:00:00,2025-11-29T00:00:00
CLM-0001108,POL-0005932,2024-09-06,2024-09-18,,MOLD,OPEN,149257.41,0,0,ADJ-0176,FLOOD,Claim for burst pipe damage,2024-09-18T00:00:00,2024-10-03T00:00:00
CLM-0001109,POL-0005935,2022-01-17,2022-01-26,,FIRE,UNDER_REVIEW,223550.16,0,0,ADJ-0154,SINKHOLE,Claim for wind damage,2022-01-26T00:00:00,2022-02-23T00:00:00
CLM-0001110,POL-0005937,2023-02-12,2023-02-17,2023-04-22,FLOOD,CLOSED,129451.38,105244.69,500.0,ADJ-0035,TREE_FALL,Claim for vandalism damage,2023-02-17T00:00:00,2023-04-22T00:00:00
CLM-0001111,POL-0005943,2024-01-25,2024-01-30,,WATER_DAMAGE,REOPENED,5292.01,0,0,ADJ-0191,HAIL,Claim for burst pipe damage,2024-01-30T00:00:00,2024-02-08T00:00:00
CLM-0001112,POL-0005951,2023-07-31,2023-08-11,,WIND_DAMAGE,REOPENED,130433.84,0,0,ADJ-0032,FIRE,Claim for wind damage,2023-08-11T00:00:00,2023-08-24T00:00:00
CLM-0001113,POL-0005958,2021-12-18,2021-12-23,,WATER_DAMAGE,DENIED,10952.52,0,0,ADJ-0070,HAIL,Claim for tree fall damage,2021-12-23T00:00:00,2022-01-09T00:00:00
CLM-0001114,POL-0005958,2021-12-17,2021-12-19,,LIABILITY,OPEN,52784.46,0,0,ADJ-0001,HURRICANE,Claim for sinkhole damage,2021-12-19T00:00:00,2021-12-20T00:00:00
CLM-0001115,POL-0005971,2025-06-16,2025-06-29,2025-11-08,FLOOD,CLOSED,112668.92,99293.57,2000.0,ADJ-0159,FLOOD,Claim for fire damage,2025-06-29T00:00:00,2025-11-08T00:00:00
CLM-0001116,POL-0005971,2024-08-29,2024-08-30,,OTHER,REOPENED,87093.07,0,0,ADJ-0041,FIRE,Claim for hurricane damage,2024-08-30T00:00:00,2024-09-01T00:00:00
CLM-0001117,POL-0005971,2024-10-06,2024-10-11,,FLOOD,DENIED,63610.13,0,0,ADJ-0098,FIRE,Claim for hurricane damage,2024-10-11T00:00:00,2024-10-26T00:00:00
CLM-0001118,POL-0005987,2025-03-20,2025-04-03,,HAIL,REOPENED,40762.61,0,0,ADJ-0100,HAIL,Claim for burst pipe damage,2025-04-03T00:00:00,2025-05-02T00:00:00
CLM-0001119,POL-0005990,2025-10-03,2025-10-10,,THEFT,REOPENED,8769.48,0,0,ADJ-0032,TREE_FALL,Claim for wind damage,2025-10-10T00:00:00,2025-10-24T00:00:00
CLM-0001120,POL-0005991,2021-08-14,2021-08-25,2021-10-01,LIABILITY,CLOSED,230200.39,190397.64,2000.0,ADJ-0148,VANDALISM,Claim for wind damage,2021-08-25T00:00:00,2021-10-01T00:00:00
CLM-0001121,POL-0006005,2024-08-27,2024-09-06,,THEFT,UNDER_REVIEW,68115.64,0,0,ADJ-0144,FLOOD,Claim for fire damage,2024-09-06T00:00:00,2024-09-10T00:00:00
CLM-0001122,POL-0006006,2024-01-12,2024-01-12,,FIRE,REOPENED,128864.69,0,0,ADJ-0072,HAIL,Claim for theft damage,2024-01-12T00:00:00,2024-01-19T00:00:00
CLM-0001123,POL-0006014,2022-03-26,2022-04-04,,WATER_DAMAGE,APPROVED,206446.43,147278.77,2500.0,ADJ-0118,HAIL,Claim for burst pipe damage,2022-04-04T00:00:00,2022-04-28T00:00:00
CLM-0001124,POL-0006014,2022-06-06,2022-06-20,,WIND_DAMAGE,DENIED,201788.76,0,0,ADJ-0091,VANDALISM,Claim for sinkhole damage,2022-06-20T00:00:00,2022-07-03T00:00:00
CLM-0001125,POL-0006016,2024-01-20,2024-01-21,,FLOOD,UNDER_REVIEW,199911.3,0,0,ADJ-0085,SINKHOLE,Claim for burst pipe damage,2024-01-21T00:00:00,2024-01-30T00:00:00
CLM-0001126,POL-0006036,2025-03-29,2025-04-01,,WIND_DAMAGE,REOPENED,187859.75,0,0,ADJ-0065,FLOOD,Claim for flood damage,2025-04-01T00:00:00,2025-04-03T00:00:00
CLM-0001127,POL-0006036,2025-04-22,2025-05-06,,PROPERTY_DAMAGE,APPROVED,188884.72,178650.14,5000.0,ADJ-0079,VANDALISM,Claim for sinkhole damage,2025-05-06T00:00:00,2025-05-17T00:00:00
CLM-0001128,POL-0006036,2025-03-29,2025-03-31,,OTHER,UNDER_REVIEW,26103.56,0,0,ADJ-0014,HAIL,Claim for tree fall damage,2025-03-31T00:00:00,2025-04-15T00:00:00
CLM-0001129,POL-0006060,2024-05-29,2024-05-29,,THEFT,UNDER_REVIEW,31703.51,0,0,ADJ-0111,HAIL,Claim for hurricane damage,2024-05-29T00:00:00,2024-06-13T00:00:00
CLM-0001130,POL-0006060,2024-05-27,2024-06-02,,MOLD,UNDER_REVIEW,98908.69,0,0,ADJ-0198,WIND,Claim for hail damage,2024-06-02T00:00:00,2024-06-08T00:00:00
CLM-0001131,POL-0006062,2024-06-30,2024-07-11,2024-08-21,LIABILITY,CLOSED,108637.6,107082.42,2000.0,ADJ-0196,THEFT,Claim for wind damage,2024-07-11T00:00:00,2024-08-21T00:00:00
CLM-0001132,POL-0006062,2024-10-26,2024-11-04,,WIND_DAMAGE,DENIED,247427.63,0,0,ADJ-0195,VANDALISM,Claim for hail damage,2024-11-04T00:00:00,2024-11-05T00:00:00
CLM-0001133,POL-0006072,2025-12-23,2025-12-25,,PROPERTY_DAMAGE,REOPENED,93268.44,0,0,ADJ-0050,VANDALISM,Claim for sinkhole damage,2025-12-25T00:00:00,2026-01-21T00:00:00
CLM-0001134,POL-0006081,2022-09-17,2022-09-23,,MOLD,APPROVED,49497.66,49180.79,2500.0,ADJ-0039,BURST_PIPE,Claim for fire damage,2022-09-23T00:00:00,2022-10-01T00:00:00
CLM-0001135,POL-0006082,2022-03-01,2022-03-10,,FIRE,DENIED,32827.21,0,0,ADJ-0042,WIND,Claim for fire damage,2022-03-10T00:00:00,2022-04-03T00:00:00
CLM-0001136,POL-0006091,2023-10-06,2023-10-08,,MOLD,DENIED,41331.63,0,0,ADJ-0114,HURRICANE,Claim for hail damage,2023-10-08T00:00:00,2023-10-31T00:00:00
CLM-0001137,POL-0006096,2024-01-18,2024-01-27,2024-02-13,MOLD,CLOSED,90999.77,39017.51,1000.0,ADJ-0063,TREE_FALL,Claim for theft damage,2024-01-27T00:00:00,2024-02-13T00:00:00
CLM-0001138,POL-0006096,2024-11-10,2024-11-10,2024-12-11,LIABILITY,CLOSED,201374.67,189285.14,1000.0,ADJ-0024,SINKHOLE,Claim for hail damage,2024-11-10T00:00:00,2024-12-11T00:00:00
CLM-0001139,POL-0006096,2024-04-05,2024-04-17,2024-05-17,FIRE,CLOSED,75694.5,38976.88,1000.0,ADJ-0151,BURST_PIPE,Claim for hurricane damage,2024-04-17T00:00:00,2024-05-17T00:00:00
CLM-0001140,POL-0006113,2026-02-20,2026-02-21,,OTHER,DENIED,157986.2,0,0,ADJ-0159,SINKHOLE,Claim for flood damage,2026-02-21T00:00:00,2026-03-07T00:00:00
CLM-0001141,POL-0006123,2024-06-25,2024-07-03,,WATER_DAMAGE,DENIED,147581.34,0,0,ADJ-0104,SINKHOLE,Claim for wind damage,2024-07-03T00:00:00,2024-07-14T00:00:00
CLM-0001142,POL-0006123,2023-10-21,2023-10-23,,LIABILITY,DENIED,133719.65,0,0,ADJ-0126,TORNADO,Claim for tree fall damage,2023-10-23T00:00:00,2023-11-17T00:00:00
CLM-0001143,POL-0006133,2025-07-21,2025-08-03,,OTHER,OPEN,104890.35,0,0,ADJ-0176,THEFT,Claim for tree fall damage,2025-08-03T00:00:00,2025-08-21T00:00:00
CLM-0001144,POL-0006133,2025-04-23,2025-04-30,,WATER_DAMAGE,APPROVED,81692.25,45850.32,2500.0,ADJ-0083,BURST_PIPE,Claim for tornado damage,2025-04-30T00:00:00,2025-05-17T00:00:00
CLM-0001145,POL-0006133,2025-04-05,2025-04-09,,MOLD,OPEN,179217.64,0,0,ADJ-0151,SINKHOLE,Claim for burst pipe damage,2025-04-09T00:00:00,2025-04-12T00:00:00
CLM-0001146,POL-0006135,2025-01-24,2025-02-03,,FLOOD,REOPENED,201781.1,0,0,ADJ-0138,FIRE,Claim for tornado damage,2025-02-03T00:00:00,2025-02-23T00:00:00
CLM-0001147,POL-0006135,2025-04-28,2025-05-06,,OTHER,DENIED,14238.06,0,0,ADJ-0115,FIRE,Claim for sinkhole damage,2025-05-06T00:00:00,2025-05-09T00:00:00
CLM-0001148,POL-0006139,2022-03-06,2022-03-08,,FLOOD,REOPENED,41872.49,0,0,ADJ-0178,WIND,Claim for burst pipe damage,2022-03-08T00:00:00,2022-03-20T00:00:00
CLM-0001149,POL-0006139,2022-06-06,2022-06-18,,LIABILITY,REOPENED,64616.06,0,0,ADJ-0036,FIRE,Claim for vandalism damage,2022-06-18T00:00:00,2022-07-10T00:00:00
CLM-0001150,POL-0006142,2022-09-06,2022-09-06,,OTHER,DENIED,78485.38,0,0,ADJ-0179,FIRE,Claim for sinkhole damage,2022-09-06T00:00:00,2022-09-18T00:00:00
CLM-0001151,POL-0006143,2022-10-14,2022-10-18,2022-12-05,THEFT,CLOSED,111636.18,58029.28,1000.0,ADJ-0125,THEFT,Claim for burst pipe damage,2022-10-18T00:00:00,2022-12-05T00:00:00
CLM-0001152,POL-0006143,2022-02-17,2022-02-28,2022-04-01,THEFT,CLOSED,177704.52,147939.74,1000.0,ADJ-0037,LIGHTNING,Claim for burst pipe damage,2022-02-28T00:00:00,2022-04-01T00:00:00
CLM-0001153,POL-0006166,2022-11-11,2022-11-24,,LIABILITY,APPROVED,27732.27,13574.91,2000.0,ADJ-0100,FLOOD,Claim for tree fall damage,2022-11-24T00:00:00,2022-12-12T00:00:00
CLM-0001154,POL-0006166,2022-09-25,2022-10-05,2023-02-28,PROPERTY_DAMAGE,CLOSED,37052.12,16640.47,2000.0,ADJ-0164,THEFT,Claim for fire damage,2022-10-05T00:00:00,2023-02-28T00:00:00
CLM-0001155,POL-0006171,2025-02-04,2025-02-16,2025-03-19,THEFT,CLOSED,117540.29,42717.17,500.0,ADJ-0176,FLOOD,Claim for wind damage,2025-02-16T00:00:00,2025-03-19T00:00:00
CLM-0001156,POL-0006171,2025-07-17,2025-07-30,,FLOOD,APPROVED,84335.11,30602.96,500.0,ADJ-0012,FIRE,Claim for vandalism damage,2025-07-30T00:00:00,2025-08-23T00:00:00
CLM-0001157,POL-0006185,2025-07-12,2025-07-15,,FLOOD,OPEN,192271.77,0,0,ADJ-0077,SINKHOLE,Claim for fire damage,2025-07-15T00:00:00,2025-08-03T00:00:00
CLM-0001158,POL-0006185,2025-02-16,2025-02-16,,THEFT,REOPENED,215815.29,0,0,ADJ-0043,THEFT,Claim for hail damage,2025-02-16T00:00:00,2025-03-13T00:00:00
CLM-0001159,POL-0006190,2025-03-29,2025-03-30,,WIND_DAMAGE,DENIED,36649.4,0,0,ADJ-0086,WIND,Claim for fire damage,2025-03-30T00:00:00,2025-04-01T00:00:00
CLM-0001160,POL-0006191,2025-08-07,2025-08-18,,WIND_DAMAGE,UNDER_REVIEW,141082.22,0,0,ADJ-0148,THEFT,Claim for lightning damage,2025-08-18T00:00:00,2025-08-24T00:00:00
CLM-0001161,POL-0006210,2023-02-15,2023-03-01,,OTHER,APPROVED,111547.48,91084.67,2000.0,ADJ-0090,BURST_PIPE,Claim for theft damage,2023-03-01T00:00:00,2023-03-11T00:00:00
CLM-0001162,POL-0006218,2024-09-16,2024-09-19,,LIABILITY,REOPENED,201183.3,0,0,ADJ-0069,HURRICANE,Claim for tree fall damage,2024-09-19T00:00:00,2024-10-04T00:00:00
CLM-0001163,POL-0006225,2025-07-12,2025-07-19,2025-10-06,THEFT,CLOSED,85619.69,62231.33,500.0,ADJ-0173,WIND,Claim for tree fall damage,2025-07-19T00:00:00,2025-10-06T00:00:00
CLM-0001164,POL-0006243,2021-08-05,2021-08-11,,WIND_DAMAGE,DENIED,147272.59,0,0,ADJ-0043,BURST_PIPE,Claim for flood damage,2021-08-11T00:00:00,2021-08-30T00:00:00
CLM-0001165,POL-0006245,2021-05-28,2021-06-08,2021-08-20,MOLD,CLOSED,35575.57,14292.54,500.0,ADJ-0157,FLOOD,Claim for burst pipe damage,2021-06-08T00:00:00,2021-08-20T00:00:00
CLM-0001166,POL-0006245,2021-03-30,2021-04-01,,WATER_DAMAGE,OPEN,225982.93,0,0,ADJ-0161,TORNADO,Claim for vandalism damage,2021-04-01T00:00:00,2021-04-23T00:00:00
CLM-0001167,POL-0006246,2024-12-20,2025-01-02,,PROPERTY_DAMAGE,DENIED,119832.82,0,0,ADJ-0007,WIND,Claim for hail damage,2025-01-02T00:00:00,2025-01-28T00:00:00
CLM-0001168,POL-0006249,2023-04-30,2023-05-03,,FIRE,UNDER_REVIEW,68495.97,0,0,ADJ-0027,BURST_PIPE,Claim for burst pipe damage,2023-05-03T00:00:00,2023-05-29T00:00:00
CLM-0001169,POL-0006250,2023-12-12,2023-12-16,,HAIL,OPEN,162520.77,0,0,ADJ-0101,BURST_PIPE,Claim for flood damage,2023-12-16T00:00:00,2023-12-17T00:00:00
CLM-0001170,POL-0006251,2023-10-25,2023-10-30,,MOLD,OPEN,221274.16,0,0,ADJ-0119,SINKHOLE,Claim for burst pipe damage,2023-10-30T00:00:00,2023-11-28T00:00:00
CLM-0001171,POL-0006275,2024-12-10,2024-12-18,,PROPERTY_DAMAGE,REOPENED,66884.24,0,0,ADJ-0085,THEFT,Claim for flood damage,2024-12-18T00:00:00,2024-12-30T00:00:00
CLM-0001172,POL-0006275,2025-02-28,2025-03-12,,WATER_DAMAGE,OPEN,132763.28,0,0,ADJ-0055,WIND,Claim for fire damage,2025-03-12T00:00:00,2025-03-26T00:00:00
CLM-0001173,POL-0006296,2021-10-22,2021-10-24,,HAIL,OPEN,63006.57,0,0,ADJ-0148,SINKHOLE,Claim for vandalism damage,2021-10-24T00:00:00,2021-11-18T00:00:00
CLM-0001174,POL-0006299,2023-05-18,2023-05-21,,WATER_DAMAGE,UNDER_REVIEW,224234.35,0,0,ADJ-0005,HAIL,Claim for sinkhole damage,2023-05-21T00:00:00,2023-05-26T00:00:00
CLM-0001175,POL-0006299,2023-02-16,2023-02-19,,OTHER,OPEN,151236.09,0,0,ADJ-0021,HAIL,Claim for tree fall damage,2023-02-19T00:00:00,2023-02-26T00:00:00
CLM-0001176,POL-0006301,2024-10-02,2024-10-03,,HAIL,OPEN,154204.45,0,0,ADJ-0099,TORNADO,Claim for lightning damage,2024-10-03T00:00:00,2024-10-31T00:00:00
CLM-0001177,POL-0006302,2023-04-29,2023-05-03,,WIND_DAMAGE,OPEN,136879.55,0,0,ADJ-0175,VANDALISM,Claim for tree fall damage,2023-05-03T00:00:00,2023-05-26T00:00:00
CLM-0001178,POL-0006302,2023-05-12,2023-05-18,,WATER_DAMAGE,OPEN,233866.38,0,0,ADJ-0115,WIND,Claim for tree fall damage,2023-05-18T00:00:00,2023-05-31T00:00:00
CLM-0001179,POL-0006304,2025-01-07,2025-01-15,,WATER_DAMAGE,UNDER_REVIEW,159239.57,0,0,ADJ-0141,SINKHOLE,Claim for sinkhole damage,2025-01-15T00:00:00,2025-01-24T00:00:00
CLM-0001180,POL-0006314,2021-06-10,2021-06-14,,WATER_DAMAGE,DENIED,201974.91,0,0,ADJ-0058,HURRICANE,Claim for fire damage,2021-06-14T00:00:00,2021-06-26T00:00:00
CLM-0001181,POL-0006314,2021-12-05,2021-12-06,,THEFT,REOPENED,109946.6,0,0,ADJ-0188,FIRE,Claim for lightning damage,2021-12-06T00:00:00,2021-12-10T00:00:00
CLM-0001182,POL-0006318,2025-01-30,2025-02-09,,LIABILITY,OPEN,23995.17,0,0,ADJ-0198,WIND,Claim for hail damage,2025-02-09T00:00:00,2025-03-01T00:00:00
CLM-0001183,POL-0006322,2021-09-19,2021-09-29,,OTHER,APPROVED,16880.19,5764.65,5000.0,ADJ-0153,VANDALISM,Claim for theft damage,2021-09-29T00:00:00,2021-10-14T00:00:00
CLM-0001184,POL-0006326,2024-11-29,2024-11-30,,PROPERTY_DAMAGE,OPEN,174493.13,0,0,ADJ-0107,LIGHTNING,Claim for hurricane damage,2024-11-30T00:00:00,2024-12-08T00:00:00
CLM-0001185,POL-0006326,2024-12-21,2024-12-29,,PROPERTY_DAMAGE,APPROVED,11312.93,7277.84,5000.0,ADJ-0017,VANDALISM,Claim for burst pipe damage,2024-12-29T00:00:00,2025-01-04T00:00:00
CLM-0001186,POL-0006326,2025-06-01,2025-06-04,,MOLD,APPROVED,65585.48,54210.43,5000.0,ADJ-0184,WIND,Claim for sinkhole damage,2025-06-04T00:00:00,2025-07-04T00:00:00
